,title
7426,book reviews
18227,point process bridges and weak convergence of insider trading models
38459,conditioning and updating under cumulative prospect theory
31272,monopoly and demand uncertainty
22119,risk analysis of tillage alternatives with government programs
6685,a combined stochastic programming and optimal control approach to personal finance and pensions
36667,polish journeys: through social welfare institutions
22245,"study visit institution. university of porto, country. portugal"
45607,interaction between stock indices via changepoint analysis: research articles
32891,international migration of the japanese in consumer society
14924,a stochastic dominance approach to measurement of merger success
28341,banks׳ liability structure and mortgage lending during the financial crisis
33451,human resource capital pricing in knowldge-based enterprises
16444,dirt research for media industries
21069,do information networks benefit households with female heads?
34079,a review of heterogeneity measures used in reservoir characterization
45948,is the ghosh model interesting
10157,optimal consumption under income uncertainty. an example and a conjecture
24958,implications of corporate capital structure theory for banking institutions: note
14808,application of a socio-ecological model to mother-infant bed-sharing
24483,analytical properties of earned economic income—a response and extension
2392,digital is strategy: the role of digital technology adoption in strategy renewal
9466,child anthropometrics and malnutrition in uganda
39447,“el ministerio de onganía”. un análisis de la conformación del ministerio de bienestar social (1966-1970)
13005,house prices and macroprudential policy in an estimated dsge model of new zealand
35068,the formation of contract unionism - the institutional anchors of american industrial relations
30720,"american trade with european colonies in the caribbean and south america, 1790-1812"
10156,eu competition remedies in consumer cases: thinking out of the shopping bag
25649,mena economic monitor : corrosive subsidies
43084,sdg 10—a probe into the factors underlying differences in inequality: evidence at the sub-national level in india
16358,father of fractal complexity
40022,deductibility of reserves for workers' compensation losses by self-insured employers
2901,a great wall of patents: what is behind china's recent patent explosion?
8175,for women only? gender quotas and intersectionality in france
10019,understanding community economic growth and decline
40006,pengaruh implementasi sistem akuntansi keuangan daerah terhadap keandalan penyajian laporan keuangan (survey pada pemerintahan kota bandung)
12384,pandemic influenza and healthcare demand in the netherlands: scenario analysis
32921,gross or net settlement? what type of securities settlement system works best?
29928,world wars and popular movements in travancore 1914 1939
46786,an analysis of the factors influencing the nonagricultural employment of rural labor force from the perspective of demand
33993,is this cost shifting or saving
17007,on the application of the award system based on eva in the incentive system to the proprietor of the state-owned enterprise
72,finanzierung und wachstum von nonprofitorganisationen
29463,taxing america's poor and elderly.
33292,"earnings, risk-taking, and capital accumulation in small and large community banks"
21894,real-world effectiveness of non-pharmaceutical interventions in containing covid-19 pandemic after the roll-out of coronavirus vaccines: a systematic review
3503,contract selection and performance in competitive bidding for electricity generation
36741,time is money: the effect of clock speed on seller’s revenue in dutch auctions
36220,do the rich save more?
8221,âmisbehavingâ rcts: the confounding problem of human agency
8966,did nafta help mexico? an assessment after 20 years
43448,a modernização agropecuária nas microrregiões do estado de minas gerais
43016,a practical guide to living in japan: everything you need to know to successfully settle in
14450,jacs east africa: searching for endogenous solutions to sustainable development in a challenging environment: jacs east africa
35819,winner to build prototype jamming pod: navy awards final ngj maturity contracts; final rfp due next month
8577,guides: finding full text journal articles: dml journal finder
3464,"political background,social basis and differentiation of concept based on cultural imperialism"
31742,analisis proses restatement dalam rangka penerapan pp nomor 71 tahun 2010 tentang standar akuntansi pemerintah berbasis akrual pada laporan keuangan konsolidasi kabupaten sekadau tahun 2014.
31593,the determinants of emerging market exchange-rate exposure
41001,economic impact of port sectors on south african economy: an input-output analysis
34661,leverage effect and its causality in the korea composite stock price index
28872,macroeconomic stabilization and economic growth in the transition to a really functioning market economy
7937,symposium 2: minimum wage setting under fair work australia: back to the future?
7144,stationarity in the prices of energy commodities. a nonparametric approach
21298,"values, authenticity, and responsible leadership"
38503,exploring relationship between crude oil price volatility and stock indices movement using wavelet analysis: evidence from india and china
7264,"personality, social norms, and sexual harassment in the workplace"
16814,notes and comments: a note on existence and uniqueness of equilibrium points for concave n-person games.
29399,what great financial advisers and physicians have in common
13527,property tax planning
41582,civil-service pension schemes around the world
18784,the collingham or scarle boring
37995,tendenzen zur weiterentwicklung der sozialversicherung
7346,influence of multinational corporations on consumption culture
7404,"book review:the growth of literature. volume i the ancient literature of europe h. munro chadwick, n. kershaw chadwick"
38384,a new approach for the knowledge assessment of countries
36481,business strategies for an enterprise mobility solutions provider
11462,quandaries and virtues@@@quandaries and virtues: against reductivism in ethics
2699,factors of students’ entrepreneurial potential development in russia. on the example of the penza region
45264,the timing and value of forecast and recommendation revisions
2124,an analysis of effectiveness of china's monetary policy in recent years
8677,how non-ricardian is the life-cycle model?
3851,free-standing ambulatory surgery centers and hospital surgery volume
30555,industry community and core industry detection base on electricity consumption data
16382,[invalidity as the result of industrial injuries in the miners of the lvov-volinsky coal basin and ways of its reduction].
5362,лесоресурсный потенциал - точка роста экономики региона // forest resource potential as a new impetus for regional economic growth
24770,the creeping conformity—and potential risks—of contemporary urbanism
9482,swedish match company in central europe between the wars : internal power struggle between former competitors - solo v. swedish match
13271,dinamika pemanfaatan ruang berbasis kearifan lokal di kabupaten buleleng provinsi bali
20020,investigating water access constraints and land-based livelihoods for empowerment of rural farming women and implication for household food security : the case study of three irrigation schemes in limpopo.
33524,methods of avoiding international double taxation: statement of the problem
41880,"commentary: competitiveness in a globalised world: michael porter on the microeconomic foundations of the competitiveness of nations, regions, and firms"
8802,"women workers, working girls and the women's movement: gender, oppourtunity and morality in twentieth century brazil"
27342,predicting overflow in an emergency department
29097,u.s. outlook on the framework proposal (powerpoint presentation)
13132,a study of the impact mechanism of capital endowment on the employment of rural migrant labors
42491,banks' backtesting exceptions during the covid-19 crash: causes and consequences
11368,momentum trading behavior in the fx market: evidence from japanese retail investors
28870,"аксиологически-институциональное развитие
сбережений и проблема частной собственности в
условиях становления рыночной экономики"
23001,implications of country-level decisions on the specification of crown cover in the definition of forests for land area eligible for afforestation and reforestation activities in the cdm
12009,internal prisoner's dilemma vindicated
40182,international organizations as information providers: how investors and governments utilize optimistic imf forecasts
14176,methods for the determination of the efficiency of foreign trade
1151,from a socialism of migrants towards a europe of mobilities
19352,elimination method of multi-criteria decision analysis (mcda): a simple methodological approach for assessing agricultural sustainability
11785,types of entrepreneurial action and societal provision for the future: an inquiry
9724,the effects of social support exchanges with adult children on the quality of rural and urban single household elderly: data comparison survey of the elderly in 2011 and 2017
41248,the abandoned stakeholders: pharmaceutical companies and research participants
41181,financialization and transformation of the french state in the early 17th century
20682,reaksi pasar terhadap peristiwa pengumuman cash dividend pada industri manufaktur yang terdaftar di bei
44778,culture and customs of afghanistan
4404,information goods vs. industrial goods: cost structure and competition
7628,"book review: manpower: rehabilitation, sheltered workshops, and the disadvantaged: an exploration in manpower policy"
2474,volatility-managed portfolio: does it really work?
6987,the transformation of the european economic constitution
44328,advanced topics in evidence-based urologic oncology: economic analysis.
39618,"michael torigian, every factory a fortress: the french labor movement in the age of ford and hitler. athens, ohio: ohio university press, 1999. ix + 260 pp. $44.95 cloth."
34291,a monte carlo filtering application for systematic sensitivity analysis of computable general equilibrium results
18616,the housing market and housing finance under liberalization in india
4283,is there a long run relationship between population growth and living standards? the case of india-a re-examination
5305,focus in corn and soybean markets shifts away from crop size
25476,"the origins of the modern financial revolution: responses to impediments from church and state in western europe, 1200 - 1600"
26636,transportation in developing countries: special reference to kenya
12784,political and economic conditions in east asia under the influece of the european regime in the 16th–17th century
36734,"financial development, market deregulation and growth: evidence from china"
6157,der langfristige zusammenhang zwischen demographischen und budgetären variablen
26680,"war games: the secret world of the creators, players, and policy makers rehearsing world war iii today"
10737,what information matters to investors at different stages of a firm's life cycle?
41403,the natural beverages of the iranian cuisine
21061,do state-owned enterprises underperform compared to privately owned companies? an examination of the largest polish enterprises
27770,"savings and loan demand for liquid assets: theory, evidence and implications for policy"
5891,ponera coarctata
16181,fdi: a response to global and local variables
13242,"nanotech sector urges trump epa to delay, revise tsca reporting rule"
29854,"multi-player gaming system for from the off-site location, methods, and products"
2756,the changing human experience of work
39506,the vital statistics of wealth and poverty
23005,essays on russian economic geography: measuring spatial inefficiency
20525,case problems in finance - third edition
41291,microwave communications in india [microbusiness]
27752,research on problems and regulation measures in domestic folk lending
9993,award given by the vernon prize committee for volume 26 of jpam
14043,market opening and locus of power in korea’s channels of distribution
1161,the half-life & after-life of new media
12713,national water policy charter unveiled
6473,introducing individual savings accounts to sustain the development of italian smes
23096,"the fees -> savings link, or purchasing fifty pounds of pasta"
14428,setting the record straight on the business activity tax simplification act
17316,bank funding costs and capital structure
14152,schedular and global systems of income taxation - the equity dimension
46920,municipal golf in england: exploring performance indicators for local authorities
30099,the economic value of user tracking for publishers
2507,quantities and values of selected forest foods harvested by eight villages adjacent to natural woodlands in the four ecological zones of rural swaziland
20546,the triggers and clustering properties of merger waves
47388,cape working on new guidance for evaluating program o&s costs
7900,the equalization price: a measure of consumer-perceived brand equity
1044,the social costs of gun ownership revisited
14637,"analysis of foreign countries’ digital economy programs (argentina, brazil, india and mexico)"
510,menschen mit hohen einkommen leben länger
37091,reflections on customers’ primary role in markets
28613,optimal selling mechanisms for multiproduct monopolists: incentive compatibility in the presence of budget constraints
18153,does intensive coaching reduce school dropout?
31430,"governance, culture and democracy: institutions and economic development of eu member states"
17591,influences and countermeasures of financial crisis in real estate industry of china
33651,the study on attribute and application of fair value
26839,transferability of migration licences and the distribution of potential rents
31102,an evaluation of evidence from the united
35242,regulatory freedom under gats: financial services sector
41887,inclusive urban development and poverty reduction: learning from innovative practice
35991,"financial sector assets, real innovation and economic growth: assessment of interconnection and influence of regulatory instruments"
7882,an economic education program that makes cents.
24071,"""making science understandable"" : divulgació científica i mediació editorial: el cas de the wisdom of the body de walter b. cannon (1871-1945)"
35797,chapter 13. central banks: independence versus dependence
26020,the green movement in west germany
25317,"financial literacy, financial behavior, self-efficacy, and financial health among malaysian households: the mediating role of money attitudes"
36781,modell schweden ein vorbild? licht- und schattenseiten der schwedischen arbeitsmarkt- und beschäftigungspolitik
45009,using floor price mechanisms to promote carbon capture and storage (ccs) investment and co2 abatement
46444,"the reconstruction of the international economy, 1945-1960"
27775,morphological characteristics and prevention of tooth enamel demineralization during orthodontic treatment with non-removable appliances
16641,the corporate social responsibility of family businesses: an international approach
40518,the employment creation impact of the addis ababa integrated housing program draft
43373,challenges in quantitative equity management
7372,"beknopte handleiding bij de leergang van het handelsrecht. met een voorwoord van m.rené goris, 3e éd."
14264,"the welfare wall, reservation wages, and labour force attachment"
38380,lesson from the trenches: debtor educator in theory and practice
30216,underreaction to industry-wide earnings and the post-forecast revision drift
38767,"the gender wage gaps, 'sticky floors' and 'glass ceilings' of the european union"
28442,teaching third-degree price discrimination by a monopolist with linear demands
8047,"consumption, supply of labor and search activity in an intertemporal perspective"
5504,the lexical stock of hungarian
28675,incentive policy and supplies of energy sources
6331,do firms exploit mispricing of their stock in their financing decisions? evidence from the share lending market
38615,antioxidative defense and gut microbial changes under pollution stress in carassius gibelio from bucharest lakes
9836,"role of ict institutions in enhancing productivity, knowledge and innovativeness of farmers: a case study of isro village resource centers"
6148,"energy consumption, survey data and the prediction of industrial production in italy"
7013,international conference on the employment of older workers
44683,"flexibility and specialization in question; birth, growth and death rates of cambridge new technology-based firms 1988-92"
981,does experience of banking crises affect trust in banks?
41896,angelonia angustifolia
7936,mit der scheinstabilität der ungerechtigkeit ist es nun vorbei: zur verleihung der dag-hammarskjöld-ehrenmedaille an gro harlem brundtland (17.november 1991)
28263,prospects for an afta-cer free trade agreement
37400,london prices of drugs.—april 22
13287,bilateral advance pricing agreements (bapa) in transfer pricing taxation
11609,estimating technical efficiency and bootstrapping malmquist indices
3298,"observations on financial stability concerns for monetary policymakers: remarks at the shanghai advanced institute of science, beijing, china, august 31, 2016"
41078,the asset pricing system
30633,restructuring performance of debt restructuring listed companies and securities market regulation
28190,strikes and labor organization in hybrid regimes
23481,"effects of microencapsulated organic acid and their salts on growth performance, immunity, and disease resistance of pacific white shrimp litopenaeus vannamei"
8075,types of rationality and economic action
9832,on strategic quantity bidding in multiple unit auctions
28765,trade theory in a developing country context: the case of south korean industry 1973-1980
19640,agency law and contract formation
37938,the need for vertical envelopment
7172,information management in financial markets: implications for stock momentum and volatility
25481,determinación del costo social medio del egresado universitario
19193,주택특성가격이론의 발전 모색
7690,asia and truman's fourth point
21498,the use of genetic algorithm in economic optimization of hybrid system to electrify distant areas iran
26472,economic growth and emu: a note on uk membership
47030,"""hevrat haovdim"" and ""bank hapoalim"" / הככול הבנקים בנק הפועלים?"
41521,energy inputs and greenhouse gas emissions associated with small-scale farmer sugarcane cropping systems and subsequent bioethanol production in japan
32516,verbunden über generationen: struktur und ausmaß der intergenerationalen einkommensmobilität in deutschland
18506,vwap execution as an optimal strategy
29434,how the united states viewed germany and japan in 1941
4906,paa8 cost of refractory severe persistent asthma in czech republic—cost of illness study
33259,řízení výkonnosti zpracovatelských podniků v čr s důrazem na nefinanční aspekty podnikání
21170,on property right system reform of village small-scale water conservancy in jiangsu province
14397,confidence sets in regressions with highly serially correlated regressors
23181,selected innovative approaches in the waste tyres management
1864,agricultural land distribution in vietnam: emerging issues and policy implications
21384,"disequilibrium macroeconomics, money as a buffer stock and the estimation of money demand"
30597,some flaws in the draft 1995 rpa program
20070,agricultural aid to indochina
204,"core, periphery, exchange rate regimes, and globalization"
60,does crime lower growth? evidence from colombia
3761,assessing the impact of improved agricultural technologies on household income in rural mozambique
30381,gas industry in the former soviet union: international effects of its further economic transformation
1734,"upper cumberland human resource agency. cumberland area rural transit system, algood, tennessee (draft)"
5916,"modelo de gestion aplicando a los procesos administrativos de la unión provincialde organizaciones campesinas de manabi""upocam"" del canton jipijapa."
46096,1068. m. w. to sir william rowan hamilton
28717,analisis price reversal di bursa efek indonesia : studi kasus indeks bisnis 27 periode januari 2015 - desember 2016
36606,liquidity constraints and investment return behaviour
10634,coming soon : tax on lottery and gambling winnings : budget 2011
41107,social protection design and implementation in ethiopia prospects for a more inclusive approach
19623,seminario sobre investigacion regional en ciencias sociales
32315,utility of wealth and relative risk aversion: operationalization and estimation
3714,cornus stolonifera
